sseqid,length,isolate
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7467,ERR375440
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5041,ERR375440
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR985071
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,13064,ERR985071
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7170,ERR985071
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6421,ERR375192
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5572,ERR375192
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5308,ERR375192
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15066,ERR985103
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR985103
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8603,ERR985103
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6143,ERR985103
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7114,ERR377497
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,6143,ERR377497
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1156243
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,ERR1156243
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15531,ERR1156243
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14020,ERR1156243
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9119,ERR1156243
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14379,ERR987519
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11676,ERR987519
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR987519
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7685,ERR985023
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,6084,ERR985023
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9045,ERR375064
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14574,ERR375024
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10229,ERR375024
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7393,ERR375024
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,17016,ERR1100563
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11584,ERR1100563
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7885,ERR1100563
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,5854,ERR1100563
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14936,ERR375161
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9581,ERR375161
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR375161
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6819,ERR375161
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,17984,SRR14024981
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15979,SRR14024981
ICEberg|87|ICESpn9409|GenBank|FR671418|1..22765,14021,SRR14024981
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13236,SRR14024981
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,12583,SRR14024981
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9119,SRR14024981
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12054,ERR377478
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7988,ERR377478
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR370030
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR370030
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR370030
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7103,ERR370030
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR370030
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6402,ERR987543
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14379,ERR984987
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10284,ERR984987
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR984987
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5898,ERR984987
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14350,ERR984999
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,11776,ERR984999
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10556,ERR984999
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,12857,ERR1156268
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,11745,ERR1156268
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,10391,ERR1156268
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374938
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR374938
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6688,ERR374938
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR374938
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,SRR14026551
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10389,SRR14026551
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,SRR14026551
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5370,SRR14026551
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5378,ERR377501
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,7777,ERR377474
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5580,ERR377474
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,7114,SRR14026518
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6450,SRR14026518
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9045,ERR375163
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12054,ERR375358
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7861,ERR375358
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15636,SRR14022761
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,15316,SRR14022761
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,SRR14022761
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,SRR14022761
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5467,ERR984978
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8200,ERR374937
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8302,ERR375012
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7107,ERR374956
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,14988,ERR370003
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,11775,ERR370003
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,11735,ERR370003
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7694,ERR370003
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,9682,ERR987640
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7460,ERR987640
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6355,ERR987640
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5132,ERR987640
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7576,ERR374914
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6402,SRR14024957
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13484,ERR1100594
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,10382,ERR1100594
ICEberg|47|Tn5251(partofTn5253)|GenBank|FJ711160|1..18033,10378,ERR1100594
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6394,ERR1100594
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15427,SRR14026481
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,12409,SRR14026481
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12353,SRR14026481
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10244,SRR14026481
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9127,SRR14026481
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14578,ERR985120
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10071,ERR985120
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR985120
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5053,ERR388724
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12029,ERR375148
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8206,ERR375148
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7235,ERR985075
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,11719,SRR14026553
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8978,SRR14026553
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6173,SRR14026553
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR375069
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15982,ERR375069
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14192,ERR375069
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13933,ERR375069
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9560,ERR985127
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5539,SRR14024983
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10176,SRR14026530
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374882
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR374882
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6465,ERR374882
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR374882
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8969,ERR375027
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5705,ERR375027
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5178,ERR375027
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,18868,SRR14026442
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,SRR14026442
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,SRR14026442
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,SRR14026442
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15071,SRR14026506
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14144,SRR14026506
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,SRR14026506
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,SRR14026506
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9127,SRR14026506
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR369969
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8622,ERR369969
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6688,ERR369969
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR369969
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,16903,ERR984996
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,11363,ERR984996
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9366,ERR984996
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6108,ERR985022
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,17493,ERR374726
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14144,ERR374726
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,ERR374726
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,ERR374726
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9127,ERR374726
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10410,ERR375015
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9564,ERR375015
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8154,ERR375015
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR985013
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,12844,ERR985013
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6077,ERR985013
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5885,ERR985013
ICEberg|403|CTn7|GenBank|AM180355|3938102..3963961,12339,ERR985006
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,11658,ERR985006
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,10027,ERR985006
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8265,ERR985006
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5870,ERR374824
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13350,ERR375057
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR375057
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7957,ERR375057
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,6473,ERR375057
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,15644,ERR375246
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9235,ERR375246
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR375246
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5972,ERR375246
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7115,ERR1100613
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR987605
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR987605
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7246,ERR987605
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6779,ERR987605
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7438,ERR369939
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,18008,ERR1156291
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11820,ERR1156291
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,10680,ERR1156291
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7885,ERR1156291
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,5854,ERR1156291
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8383,SRR14026440
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6467,SRR14026440
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,5280,SRR14026440
ICEberg|45|Tn916|GenBank|U09422|1..18032,9549,SRR14022747
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10234,ERR377425
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7633,ERR377425
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10635,ERR375143
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8473,ERR375143
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR375143
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7546,ERR1156204
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16214,SRR14024993
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14144,SRR14024993
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,SRR14024993
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,SRR14024993
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7865,SRR14026503
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6467,SRR14026503
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5881,SRR14026503
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR388718
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9826,ERR388718
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR388718
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5370,ERR388718
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5540,ERR987634
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,16882,ERR1100604
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,11725,ERR1100604
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8598,ERR1100604
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,5854,ERR1100604
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12610,ERR375276
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10229,ERR375276
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9209,ERR375276
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13927,ERR374703
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11446,ERR374703
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8155,ERR374703
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,SRR14026461
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15979,SRR14026461
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14020,SRR14026461
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13392,SRR14026461
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,8162,SRR14026461
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5170,SRR14026461
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5390,ERR1100551
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375553
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR375553
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR375553
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR375553
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR375073
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13981,ERR375330
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8719,ERR375330
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12051,SRR14010961
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7652,SRR14010961
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5041,SRR14010961
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6299,ERR985081
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,18419,ERR374920
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13288,ERR374920
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,9460,ERR374920
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,8282,ERR374920
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7467,ERR374920
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,7155,ERR374920
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12303,ERR987521
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10229,ERR987521
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9334,ERR987521
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6779,ERR987521
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7440,ERR375118
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10436,ERR375079
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR375079
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7959,ERR375079
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5767,ERR369980
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR370021
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10324,ERR370021
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR370021
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR370021
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11666,ERR374986
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10631,ERR374986
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9100,ERR374986
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,6168,ERR375522
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR374783
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5870,ERR374982
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5224,ERR985095
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13309,ERR985008
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11446,ERR985008
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8155,ERR985008
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,18019,ERR1156188
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,12756,ERR1156188
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,11820,ERR1156188
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,10680,ERR1156188
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,5854,ERR1156188
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6435,ERR375052
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9581,ERR375138
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR375138
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5728,ERR375138
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1036075
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15982,ERR1036075
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14987,ERR1036075
ICEberg|87|ICESpn9409|GenBank|FR671418|1..22765,14023,ERR1036075
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9274,ERR1036075
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1156211
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,ERR1156211
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14817,ERR1156211
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14020,ERR1156211
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9119,ERR1156211
ICEberg|303|Tn916(pAM120)|GenBank|U49939|1344..19375,10155,SRR14024984
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5963,SRR14024984
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1156210
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15972,ERR1156210
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14812,ERR1156210
ICEberg|87|ICESpn9409|GenBank|FR671418|1..22765,14020,ERR1156210
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9119,ERR1156210
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7701,ERR1156231
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,6238,ERR1156231
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14936,ERR375083
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9391,ERR375083
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6819,ERR375083
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6688,ERR375083
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,16904,ERR374810
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,11685,ERR374810
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9100,ERR374810
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,8068,ERR374810
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15066,ERR985030
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR985030
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9405,ERR985030
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6939,ERR985030
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,9460,ERR375305
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8707,ERR375305
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7467,ERR375305
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14789,ERR377483
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8149,ERR377483
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16454,ERR1156251
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14144,ERR1156251
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,ERR1156251
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,ERR1156251
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9254,ERR1156251
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1156200
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,ERR1156200
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15333,ERR1156200
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14020,ERR1156200
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9244,ERR1156200
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6175,ERR374940
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6816,ERR375471
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6101,ERR375316
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5138,ERR985085
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6411,ERR1156189
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12904,ERR987551
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR987551
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6377,ERR987551
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5898,ERR987551
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR375063
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5382,SRR14011035
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR375168
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7440,ERR375466
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5477,ERR375466
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16331,ERR1007501
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15998,ERR1007501
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,13964,ERR1007501
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9664,ERR1007501
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6248,ERR375013
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6212,ERR375013
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5305,ERR375013
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11446,ERR375229
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10011,ERR375229
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8895,ERR375229
